# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jul 30 19:22:04 2019
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_orbtper:     Time of Periastron [days]
# COLUMN pl_orbtpererr1: Time of Periastron Upper Unc. [days]
# COLUMN pl_orbtpererr2: Time of Periastron Lower Unc. [days]
# COLUMN pl_orbtperlim:  Time of Periastron Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_msinij:      Planet M*sin(i) [Jupiter mass]
# COLUMN pl_msinijerr1:  Planet M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_msinijerr2:  Planet M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_msinijlim:   Planet M*sin(i) Limit Flag
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [days]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [days]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_tsystemref:  Time System Reference
# COLUMN pl_facility:    Discovery Facility
# COLUMN pl_mnum:        Number of Moons in System
#
pl_hostname,pl_letter,pl_name,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,pl_facility,pl_mnum
Kepler-114,b,Kepler-114 b,3,5.18854900,0.00001200,-0.00001200,0,0.053000,,,0,,,,,,,,,,,,,,0.112,0.012,-0.012,0,,,,,0,1,0,1,19h36m29.14s,294.121421,+48d20m58.3s,48.349525,261.49,1.32,-1.32,0,261.49,1.32,-1.32,0,4605.00,100.00,-100.00,0,,,,,0.67,0.04,-0.04,0,2014-05-14,,,,,,,,,,,,,0.1015000,0.0019000,-0.0019000,0,2454978.363200,0.001400,-0.001400,0,BJD,Kepler,0
Kepler-114,c,Kepler-114 c,3,8.04100000,,,0,,,,,,,,,,,,,0.00900,0.00200,-0.00200,0,Mass,0.143,0.016,-0.016,0,,,,,1,1,0,1,19h36m29.14s,294.121421,+48d20m58.3s,48.349525,261.49,1.32,-1.32,0,261.49,1.32,-1.32,0,4605.00,100.00,-100.00,0,,,,,0.67,0.04,-0.04,0,2014-05-14,,,,,0.00900,0.00200,-0.00200,0,,,,,,,,,,,,,,Kepler,0
Kepler-114,d,Kepler-114 d,3,11.77600000,,,0,,,,,,,,,,,,,0.01200,0.00500,-0.00500,0,Mass,0.226,0.025,-0.025,0,,,,,1,1,0,1,19h36m29.14s,294.121421,+48d20m58.3s,48.349525,261.49,1.32,-1.32,0,261.49,1.32,-1.32,0,4605.00,100.00,-100.00,0,,,,,0.67,0.04,-0.04,0,2014-05-14,,,,,0.01200,0.00500,-0.00500,0,,,,,,,,,,,,,,Kepler,0
Kepler-1140,b,Kepler-1140 b,1,24.08627070,0.00010200,-0.00010200,0,,,,,,,,,,,,,,,,,,0.247,0.040,-0.033,0,,,,,0,1,0,1,18h46m46.56s,281.693981,+46d56m47.2s,46.946449,657.00,29.10,-42.88,0,669.00,11.14,-11.14,0,4850.00,53.07,-47.66,0,0.76,0.04,-0.04,0,0.73,0.03,-0.04,0,2016-05-10,,,,,,,,,,,,,0.0928630,0.0041370,-0.0041370,0,2454981.202270,0.003070,-0.003070,0,JD,Kepler,0
Kepler-1141,b,Kepler-1141 b,1,2.34451194,0.00000535,-0.00000535,0,,,,,,,,,,,,,,,,,,0.073,0.011,-0.007,0,,,,,0,1,0,1,19h22m10.47s,290.543645,+47d43m33.2s,47.725880,365.00,48.98,-34.33,0,398.13,3.83,-3.83,0,5791.00,58.41,-65.12,0,1.01,0.03,-0.04,0,1.07,0.15,-0.10,0,2016-05-10,,,,,,,,,,,,,0.0582500,0.0024100,-0.0024100,0,2454965.873370,0.001980,-0.001980,0,JD,Kepler,0
Kepler-1142,b,Kepler-1142 b,1,18.30272480,0.00013890,-0.00013890,0,,,,,,,,,,,,,,,,,,0.131,0.038,-0.016,0,,,,,0,1,0,1,19h30m51.46s,292.714435,+44d04m56.4s,44.082336,697.00,173.49,-66.61,0,1321.59,34.34,-34.34,0,5685.00,98.59,-132.10,0,0.97,0.05,-0.06,0,0.96,0.24,-0.08,0,2016-05-10,,,,,,,,,,,,,0.3401700,0.0087900,-0.0087900,0,2454975.892360,0.006060,-0.006060,0,JD,Kepler,0
Kepler-1143,b,Kepler-1143 b,2,2.88890485,0.00000694,-0.00000694,0,,,,,,,,,,,,,,,,,,0.149,0.012,-0.010,0,,,,,0,1,0,1,19h09m12.68s,287.302821,+39d17m22.9s,39.289688,632.00,50.17,-39.16,0,564.13,7.85,-7.85,0,5053.00,192.88,-130.21,0,0.81,0.05,-0.05,0,0.77,0.05,-0.04,0,2016-05-10,,,,,,,,,,,,,0.0647420,0.0025920,-0.0025920,0,2454965.152790,0.001810,-0.001810,0,JD,Kepler,0
Kepler-1143,c,Kepler-1143 c,2,210.63059100,0.00145600,-0.00145600,0,,,,,,,,,,,,,,,,,,0.321,0.045,-0.031,0,,,,,0,1,0,1,19h09m12.68s,287.302821,+39d17m22.9s,39.289688,632.00,50.17,-39.16,0,564.13,7.85,-7.85,0,5053.00,192.88,-130.21,0,0.81,0.05,-0.05,0,0.77,0.05,-0.04,0,2016-05-10,,,,,,,,,,,,,0.3614600,0.0105400,-0.0105400,0,2455133.727990,0.006430,-0.006430,0,JD,Kepler,0
Kepler-1144,b,Kepler-1144 b,1,17.14647302,0.00009073,-0.00009073,0,,,,,,,,,,,,,,,,,,0.178,0.027,-0.014,0,,,,,0,1,0,1,19h20m10.39s,290.043293,+47d15m28.7s,47.257977,1012.00,150.02,-83.05,0,1178.96,33.66,-33.66,0,5753.00,91.93,-86.29,0,0.98,0.05,-0.06,0,0.96,0.14,-0.07,0,2016-05-10,,,,,,,,,,,,,0.1600400,0.0048700,-0.0048700,0,2454973.660980,0.004760,-0.004760,0,JD,Kepler,0
Kepler-1145,b,Kepler-1145 b,1,3.97076766,0.00001110,-0.00001110,0,,,,,,,,,,,,,,,,,,0.125,0.010,-0.010,0,,,,,0,1,0,1,19h41m13.96s,295.308161,+43d02m39.9s,43.044415,714.00,53.37,-53.09,0,705.66,14.75,-14.75,0,5064.00,161.02,-117.37,0,0.79,0.05,-0.05,0,0.75,0.05,-0.05,0,2016-05-10,,,,,,,,,,,,,0.0755800,0.0028200,-0.0028200,0,2454967.638850,0.002250,-0.002250,0,JD,Kepler,0
Kepler-1146,b,Kepler-1146 b,1,2.35226580,0.00000825,-0.00000825,0,,,,,,,,,,,,,,,,,,0.110,0.009,-0.007,0,,,,,0,1,0,1,19h06m51.99s,286.716626,+47d25m32.3s,47.425633,694.00,26.74,-42.13,0,717.22,16.87,-16.87,0,4692.00,45.94,-42.25,0,0.74,0.03,-0.04,0,0.70,0.02,-0.04,0,2016-05-10,,,,,,,,,,,,,0.0711300,0.0038400,-0.0038400,0,2454964.804050,0.002730,-0.002730,0,JD,Kepler,0
Kepler-1147,b,Kepler-1147 b,1,10.62784997,0.00009118,-0.00009118,0,,,,,,,,,,,,,,,,,,0.233,0.071,-0.045,0,,,,,0,1,0,1,19h30m11.41s,292.547537,+41d38m34.6s,41.642956,1476.00,452.64,-176.42,0,1738.02,87.02,-87.02,0,5941.00,84.81,-114.44,0,1.09,0.09,-0.06,0,1.14,0.35,-0.13,0,2016-05-10,,,,,,,,,,,,,0.2088800,0.0064600,-0.0064600,0,2454970.821810,0.007090,-0.007090,0,JD,Kepler,0
Kepler-1148,b,Kepler-1148 b,1,1.10446351,0.00000129,-0.00000129,0,,,,,,,,,,,,,,,,,,0.151,0.009,-0.008,0,,,,,0,1,0,1,19h23m48.85s,290.953557,+45d43m10.3s,45.719536,682.00,38.36,-38.56,0,637.02,10.79,-10.79,0,5054.00,99.64,-98.31,0,0.81,0.04,-0.04,0,0.77,0.04,-0.04,0,2016-05-10,,,,,,,,,,,,,0.0439460,0.0014210,-0.0014210,0,2454965.320760,0.001000,-0.001000,0,JD,Kepler,0
Kepler-1149,b,Kepler-1149 b,1,3.73089898,0.00001502,-0.00001502,0,,,,,,,,,,,,,,,,,,0.128,0.023,-0.015,0,,,,,0,1,0,1,19h36m45.42s,294.189260,+45d09m05.7s,45.151577,1023.00,190.70,-111.23,0,1260.50,48.44,-48.44,0,5833.00,117.20,-177.03,0,1.02,0.07,-0.07,0,1.01,0.18,-0.10,0,2016-05-10,,,,,,,,,,,,,0.1169600,0.0042900,-0.0042900,0,2454965.894660,0.003570,-0.003570,0,JD,Kepler,0
Kepler-115,b,Kepler-115 b,2,2.40367900,0.00001200,-0.00001200,0,0.036000,,,0,,,,,,,,,,,,,,0.097,0.019,-0.019,0,,,,,0,1,0,1,19h50m50.84s,297.711849,+45d15m42.9s,45.261925,634.97,7.15,-7.15,0,634.97,7.15,-7.15,0,5979.00,132.00,-132.00,0,,,,,1.21,0.23,-0.23,0,2014-05-14,,,,,,,,,,,,,0.0544000,0.0044000,-0.0044000,0,2454967.728470,0.003050,-0.003050,0,BJD,Kepler,0
Kepler-115,c,Kepler-115 c,2,8.99088900,0.00002100,-0.00002100,0,0.087000,,,0,,,,,,,,,,,,,,0.232,0.045,-0.045,0,,,,,0,1,0,1,19h50m50.84s,297.711849,+45d15m42.9s,45.261925,634.97,7.15,-7.15,0,634.97,7.15,-7.15,0,5979.00,132.00,-132.00,0,,,,,1.21,0.23,-0.23,0,2014-05-14,,,,,,,,,,,,,0.1701000,0.0017000,-0.0017000,0,2454969.737920,0.001320,-0.001320,0,BJD,Kepler,0
Kepler-1150,b,Kepler-1150 b,1,2.78786839,0.00000826,-0.00000826,0,,,,,,,,,,,,,,,,,,0.091,0.005,-0.005,0,,,,,0,1,0,1,19h46m53.88s,296.724492,+49d31m57.8s,49.532715,373.00,16.41,-18.27,0,362.26,2.35,-2.35,0,4754.00,80.38,-77.33,0,0.76,0.03,-0.04,0,0.72,0.03,-0.03,0,2016-05-10,,,,,,,,,,,,,0.0843830,0.0031920,-0.0031920,0,2454966.904340,0.002690,-0.002690,0,JD,Kepler,0
Kepler-1151,b,Kepler-1151 b,1,65.64784240,0.00040100,-0.00040100,0,,,,,,,,,,,,,,,,,,0.198,0.021,-0.015,0,,,,,0,1,0,1,19h28m59.47s,292.247793,+47d52m42.4s,47.878452,763.00,76.61,-59.72,0,695.99,11.31,-11.31,0,5470.00,97.19,-93.64,0,0.88,0.05,-0.06,0,0.85,0.08,-0.06,0,2016-05-10,,,,,,,,,,,,,0.1838300,0.0075400,-0.0075400,0,2455006.305170,0.004870,-0.004870,0,JD,Kepler,0
Kepler-1152,b,Kepler-1152 b,1,1.64680191,0.00000267,-0.00000267,0,,,,,,,,,,,,,,,,,,0.078,0.004,-0.005,0,,,,,0,1,0,1,19h21m44.17s,290.434033,+44d06m27.5s,44.107651,184.00,14.69,-12.88,0,216.58,0.91,-0.91,0,3964.00,46.47,-45.68,0,0.55,0.04,-0.03,0,0.53,0.03,-0.03,0,2016-05-10,,,,,,,,,,,,,0.0523380,0.0020210,-0.0020210,0,2454965.060600,0.001360,-0.001360,0,JD,Kepler,0
Kepler-1153,b,Kepler-1153 b,1,1.75583533,0.00000439,-0.00000439,0,,,,,,,,,,,,,,,,,,0.154,0.019,-0.010,0,,,,,0,1,0,1,19h16m35.33s,289.147217,+45d51m58.2s,45.866181,1185.00,131.56,-77.17,0,1155.89,44.46,-44.46,0,5470.00,75.20,-93.55,0,0.91,0.04,-0.04,0,0.88,0.10,-0.05,0,2016-05-10,,,,,,,,,,,,,0.0755670,0.0027000,-0.0027000,0,2454966.157270,0.001950,-0.001950,0,JD,Kepler,0
Kepler-1154,b,Kepler-1154 b,2,5.18561420,0.00002676,-0.00002676,0,,,,,,,,,,,,,,,,,,0.209,0.095,-0.044,0,,,,,0,1,0,1,19h49m54.51s,297.477127,+39d52m38.1s,39.877247,1531.00,690.96,-336.46,0,1522.77,46.87,-46.87,0,6327.00,317.30,-262.85,0,1.26,0.25,-0.16,0,1.43,0.65,-0.29,0,2016-05-10,,,,,,,,,,,,,0.1698300,0.0049600,-0.0049600,0,2454965.320890,0.004220,-0.004220,0,JD,Kepler,0
Kepler-1154,c,Kepler-1154 c,2,8.45808312,0.00004757,-0.00004757,0,,,,,,,,,,,,,,,,,,0.211,0.085,-0.044,0,,,,,0,1,0,1,19h49m54.51s,297.477127,+39d52m38.1s,39.877247,1531.00,690.96,-336.46,0,1522.77,46.87,-46.87,0,6327.00,317.30,-262.85,0,1.26,0.25,-0.16,0,1.43,0.65,-0.29,0,2016-05-10,,,,,,,,,,,,,0.1278300,0.0052900,-0.0052900,0,2454970.059300,0.004400,-0.004400,0,JD,Kepler,0
Kepler-1155,b,Kepler-1155 b,1,33.46974300,0.00020030,-0.00020030,0,,,,,,,,,,,,,,,,,,0.181,0.040,-0.018,0,,,,,0,1,0,1,19h15m16.94s,288.820587,+39d31m22.2s,39.522827,987.00,210.08,-106.90,0,1518.51,274.95,-274.95,0,5842.00,115.89,-141.61,0,1.03,0.07,-0.06,0,1.03,0.22,-0.10,0,2016-05-10,,,,,,,,,,,,,0.1880400,0.0055400,-0.0055400,0,2454973.151010,0.004440,-0.004440,0,JD,Kepler,0
Kepler-1156,b,Kepler-1156 b,1,11.89520511,0.00006499,-0.00006499,0,,,,,,,,,,,,,,,,,,0.118,0.012,-0.008,0,,,,,0,1,0,1,19h15m41.77s,288.924024,+46d03m27.5s,46.057632,759.00,70.51,-48.89,0,705.38,7.46,-7.46,0,5778.00,67.42,-59.01,0,1.00,0.03,-0.04,0,1.00,0.09,-0.06,0,2016-05-10,,,,,,,,,,,,,0.1460000,0.0050000,-0.0050000,0,2454965.889940,0.004180,-0.004180,0,JD,Kepler,0
Kepler-1157,b,Kepler-1157 b,1,4.45743164,0.00001699,-0.00001699,0,,,,,,,,,,,,,,,,,,0.097,0.004,-0.018,0,,,,,0,1,0,1,18h52m29.05s,283.121049,+43d31m32.3s,43.525642,346.00,14.35,-15.67,0,345.55,2.43,-2.43,0,4679.00,54.66,-58.05,0,0.76,0.03,-0.04,0,0.71,0.03,-0.03,0,2016-05-10,,,,,,,,,,,,,0.0982370,0.0037790,-0.0037790,0,2454965.160090,0.003420,-0.003420,0,JD,Kepler,0
Kepler-1158,b,Kepler-1158 b,1,13.53962930,0.00009329,-0.00009329,0,,,,,,,,,,,,,,,,,,0.209,0.041,-0.041,0,,,,,0,1,0,1,19h28m56.15s,292.233946,+41d34m30.8s,41.575213,1258.00,238.25,-242.69,0,1550.20,39.97,-39.97,0,6203.00,91.16,-81.11,0,1.41,0.13,-0.13,0,1.95,0.37,-0.38,0,2016-05-10,,,,,,,,,,,,,0.1807500,0.0071700,-0.0071700,0,2454976.151640,0.005170,-0.005170,0,JD,Kepler,0
Kepler-1159,b,Kepler-1159 b,1,22.70816791,0.00009541,-0.00009541,0,,,,,,,,,,,,,,,,,,0.211,0.092,-0.033,0,,,,,0,1,0,1,19h37m03.92s,294.266335,+45d12m15.5s,45.204315,1238.00,516.67,-206.73,0,1257.29,30.04,-30.04,0,6217.00,147.74,-196.66,0,1.19,0.17,-0.11,0,1.28,0.56,-0.20,0,2016-05-10,,,,,,,,,,,,,0.1513800,0.0046200,-0.0046200,0,2454966.721720,0.003570,-0.003570,0,JD,Kepler,0
Kepler-116,b,Kepler-116 b,2,5.96873400,0.00000900,-0.00000900,0,0.069000,,,0,,,,,,,,,,,,,,0.305,0.058,-0.058,0,,,,,0,1,0,1,19h38m58.10s,294.742070,+43d32m12.6s,43.536835,982.04,16.07,-16.07,0,982.04,16.07,-16.07,0,6142.00,100.00,-100.00,0,,,,,1.45,0.27,-0.27,0,2014-05-14,,,,,,,,,,,,,0.1516000,0.0015000,-0.0015000,0,2454970.157620,0.000920,-0.000920,0,BJD,Kepler,0
Kepler-116,c,Kepler-116 c,2,13.07163000,0.00005600,-0.00005600,0,0.116000,,,0,,,,,,,,,,,,,,0.205,0.039,-0.039,0,,,,,0,1,0,1,19h38m58.10s,294.742070,+43d32m12.6s,43.536835,982.04,16.07,-16.07,0,982.04,16.07,-16.07,0,6142.00,100.00,-100.00,0,,,,,1.45,0.27,-0.27,0,2014-05-14,,,,,,,,,,,,,0.1260000,0.0033000,-0.0033000,0,2454977.432940,0.002630,-0.002630,0,BJD,Kepler,0
Kepler-1160,b,Kepler-1160 b,1,7.97034958,0.00003122,-0.00003122,0,,,,,,,,,,,,,,,,,,0.191,0.025,-0.012,0,,,,,0,1,0,1,19h11m31.05s,287.879384,+43d21m50.7s,43.364075,1293.00,159.46,-83.89,0,1111.39,38.89,-38.89,0,5519.00,61.23,-63.44,0,0.92,0.04,-0.04,0,0.89,0.11,-0.05,0,2016-05-10,,,,,,,,,,,,,0.1152710,0.0039580,-0.0039580,0,2454969.557530,0.003420,-0.003420,0,JD,Kepler,0
Kepler-1161,b,Kepler-1161 b,1,10.71252541,0.00003876,-0.00003876,0,,,,,,,,,,,,,,,,,,0.190,0.045,-0.012,0,,,,,0,1,0,1,19h56m18.50s,299.077103,+45d26m26.3s,45.440640,428.00,24.95,-29.91,0,556.26,10.08,-10.08,0,4253.00,55.15,-52.76,0,0.59,0.03,-0.04,0,0.57,0.03,-0.03,0,2016-05-10,,,,,,,,,,,,,0.1134130,0.0031920,-0.0031920,0,2454970.166180,0.002970,-0.002970,0,JD,Kepler,0
Kepler-1162,b,Kepler-1162 b,1,32.56370690,0.00024720,-0.00024720,0,,,,,,,,,,,,,,,,,,0.197,0.045,-0.019,0,,,,,0,1,0,1,18h53m10.11s,283.292130,+45d26m02.8s,45.434116,989.00,89.10,-58.26,0,965.93,26.65,-26.65,0,5390.00,61.74,-58.89,0,0.89,0.04,-0.04,0,0.84,0.07,-0.05,0,2016-05-10,,,,,,,,,,,,,0.2311700,0.0075400,-0.0075400,0,2454996.456060,0.006620,-0.006620,0,JD,Kepler,0
Kepler-1163,b,Kepler-1163 b,1,6.11786898,0.00002808,-0.00002808,0,,,,,,,,,,,,,,,,,,0.092,0.015,-0.010,0,,,,,0,1,0,1,19h20m56.60s,290.235843,+50d01m48.3s,50.030087,487.00,80.62,-49.10,0,485.32,4.64,-4.64,0,6302.00,69.67,-63.95,0,1.22,0.07,-0.05,0,1.35,0.23,-0.13,0,2016-05-10,,,,,,,,,,,,,0.1446000,0.0050000,-0.0050000,0,2454966.616090,0.003900,-0.003900,0,JD,Kepler,0
Kepler-1164,b,Kepler-1164 b,1,3.97599768,0.00001086,-0.00001086,0,,,,,,,,,,,,,,,,,,0.100,0.004,-0.006,0,,,,,0,1,0,1,19h10m07.11s,287.529634,+38d53m40.2s,38.894513,447.00,14.44,-15.12,0,437.06,3.28,-3.28,0,5183.00,80.28,-63.78,0,0.85,0.03,-0.04,0,0.79,0.02,-0.02,0,2016-05-10,,,,,,,,,,,,,0.0892120,0.0028330,-0.0028330,0,2454966.621340,0.002200,-0.002200,0,JD,Kepler,0
Kepler-1165,b,Kepler-1165 b,1,9.47852200,0.00005909,-0.00005909,0,,,,,,,,,,,,,,,,,,0.138,0.045,-0.017,0,,,,,0,1,0,1,19h07m53.10s,286.971267,+44d42m29.9s,44.708302,1081.00,357.39,-136.44,0,1650.39,53.25,-53.25,0,6080.00,97.21,-115.97,0,1.13,0.12,-0.08,0,1.18,0.39,-0.14,0,2016-05-10,,,,,,,,,,,,,0.2592900,0.0057500,-0.0057500,0,2454973.166620,0.004390,-0.004390,0,JD,Kepler,0
Kepler-1166,b,Kepler-1166 b,1,33.24068820,0.00028000,-0.00028000,0,,,,,,,,,,,,,,,,,,0.151,0.055,-0.012,0,,,,,0,1,0,1,19h21m23.64s,290.348519,+50d54m10.3s,50.902855,648.00,77.92,-46.84,0,646.69,8.18,-8.18,0,5446.00,83.15,-87.62,0,0.90,0.04,-0.05,0,0.86,0.10,-0.06,0,2016-05-10,,,,,,,,,,,,,0.2075800,0.0082900,-0.0082900,0,2454976.462450,0.007790,-0.007790,0,JD,Kepler,0
Kepler-1167,b,Kepler-1167 b,1,1.00393374,0.00000268,-0.00000268,0,,,,,,,,,,,,,,,,,,0.153,0.011,-0.011,0,,,,,0,1,0,1,19h53m12.65s,298.302714,+47d41m38.5s,47.694023,811.00,46.83,-53.51,0,839.81,25.87,-25.87,0,4971.00,96.57,-125.10,0,0.79,0.04,-0.05,0,0.75,0.04,-0.04,0,2016-05-10,,,,,,,,,,,,,0.0606750,0.0025380,-0.0025380,0,2454965.097310,0.002490,-0.002490,0,JD,Kepler,0
Kepler-1168,b,Kepler-1168 b,1,55.82265390,0.00038710,-0.00038710,0,,,,,,,,,,,,,,,,,,0.223,0.016,-0.012,0,,,,,0,1,0,1,19h09m11.45s,287.297694,+47d27m19.6s,47.455437,911.00,53.53,-41.60,0,769.11,15.81,-15.81,0,5157.00,47.04,-55.91,0,0.87,0.04,-0.04,0,0.82,0.04,-0.04,0,2016-05-10,,,,,,,,,,,,,0.2288800,0.0063300,-0.0063300,0,2455002.036410,0.005390,-0.005390,0,JD,Kepler,0
Kepler-1169,b,Kepler-1169 b,1,6.11009134,0.00002806,-0.00002806,0,,,,,,,,,,,,,,,,,,0.084,0.005,-0.005,0,,,,,0,1,0,1,19h39m38.78s,294.911573,+46d29m29.3s,46.491463,538.00,27.31,-25.34,0,530.79,5.20,-5.20,0,6191.00,80.54,-76.47,0,1.24,0.04,-0.04,0,1.23,0.06,-0.05,0,2016-05-10,,,,,,,,,,,,,0.1019600,0.0047100,-0.0047100,0,2454969.913000,0.003710,-0.003710,0,JD,Kepler,0
Kepler-117,b,Kepler-117 b,2,18.79592280,0.00000750,-0.00000750,0,0.144500,0.004700,-0.001400,0,0.049300,0.006200,-0.006200,0,88.740,0.120,-0.120,0,0.09400,0.03300,-0.03300,0,Mass,0.719,0.024,-0.024,0,0.30000,0.11000,-0.11000,0,0,1,0,1,19h15m10.33s,288.793037,+48d02m24.8s,48.040234,1430.00,50.00,-50.00,0,1519.45,41.51,-41.51,0,6150.00,110.00,-110.00,0,1.13,0.13,-0.02,0,1.61,0.05,-0.05,0,2014-11-19,,,,,0.09400,0.03300,-0.03300,0,,,,,0.3024000,0.0008000,-0.0008000,0,2454978.822040,0.000350,-0.000350,0,BJD,Kepler,0
