bioguide,caucus,chamber,class,contact_form,district,end,fax,last,name,office,party,party_affiliations,phone,relation,rss_url,start,state,state_rank,title,type,url
L000480,,,,https://lowey.house.gov/contact-form/,17.0,2015-01-03,202-225-0546,,,2365 Rayburn House Office Building,Democrat,,202-225-6506,,http://www.house.gov/common/rss/?rss=18,2013-01-03,NY,,,rep,http://lowey.house.gov
L000480,,,,https://lowey.house.gov/contact-form/,17.0,2017-01-03,202-225-0546,,,2365 Rayburn House Office Building,Democrat,,202-225-6506,,http://www.house.gov/common/rss/?rss=18,2015-01-06,NY,,,rep,http://lowey.house.gov
L000480,,,,,17.0,2019-01-03,,,,2365 Rayburn House Office Building,Democrat,,202-225-6506,,http://www.house.gov/common/rss/?rss=18,2017-01-03,NY,,,rep,http://lowey.house.gov
L000491,,,,,6.0,1995-01-03,,,,,Republican,,,,,1993-05-10,OK,,,rep,
L000491,,,,,6.0,1997-01-03,,,,,Republican,,,,,1995-01-04,OK,,,rep,
L000491,,,,,6.0,1999-01-03,,,,,Republican,,,,,1997-01-07,OK,,,rep,
L000491,,,,,6.0,2001-01-03,,,,,Republican,,,,,1999-01-06,OK,,,rep,
L000491,,,,,6.0,2003-01-03,,,,,Republican,,,,,2001-01-03,OK,,,rep,
L000491,,,,,3.0,2005-01-03,,,,,Republican,,,,,2003-01-07,OK,,,rep,http://www.house.gov/lucas
L000491,,,,,3.0,2007-01-03,,,,,Republican,,,,,2005-01-04,OK,,,rep,http://www.house.gov/lucas
L000491,,,,,3.0,2009-01-03,,,,,Republican,,,,,2007-01-04,OK,,,rep,http://www.house.gov/lucas
L000491,,,,,3.0,2011-01-03,,,,,Republican,,,,,2009-01-06,OK,,,rep,http://www.house.gov/lucas
L000491,,,,http://www.house.gov/lucas/zipauth.htm,3.0,2013-01-03,202-225-8698,,,2311 Rayburn House Office Building,Republican,,202-225-5565,,,2011-01-05,OK,,,rep,http://www.house.gov/lucas
L000491,,,,https://lucas.house.gov/contact-me/email-me,3.0,2015-01-03,202-225-8698,,,2311 Rayburn House Office Building,Republican,,202-225-5565,,http://lucas.house.gov/rss.xml,2013-01-03,OK,,,rep,http://lucas.house.gov
L000491,,,,https://lucas.house.gov/contact-me/email-me,3.0,2017-01-03,202-225-8698,,,2405 Rayburn House Office Building,Republican,,202-225-5565,,http://lucas.house.gov/rss.xml,2015-01-06,OK,,,rep,http://lucas.house.gov
L000491,,,,,3.0,2019-01-03,,,,2405 Rayburn House Office Building,Republican,,202-225-5565,,http://lucas.house.gov/rss.xml,2017-01-03,OK,,,rep,http://lucas.house.gov
L000569,,,,,9.0,2011-01-03,,,,,Republican,,,,,2009-01-06,MO,,,rep,http://luetkemeyer.house.gov
L000569,,,,https://forms.house.gov/luetkemeyer/contact-form.shtml,9.0,2013-01-03,202-225-5712,,,1740 Longworth House Office Building,Republican,,202-225-2956,,,2011-01-05,MO,,,rep,http://luetkemeyer.house.gov
L000569,,,,https://luetkemeyer.house.gov/forms/writeyourrep/,3.0,2015-01-03,202-225-5712,,,2440 Rayburn House Office Building,Republican,,202-225-2956,,http://luetkemeyer.house.gov/news/rss.aspx,2013-01-03,MO,,,rep,http://luetkemeyer.house.gov
L000569,,,,https://luetkemeyer.house.gov/forms/writeyourrep/,3.0,2017-01-03,202-225-5712,,,2440 Rayburn House Office Building,Republican,,202-225-2956,,http://luetkemeyer.house.gov/news/rss.aspx,2015-01-06,MO,,,rep,http://luetkemeyer.house.gov
L000569,,,,,3.0,2019-01-03,,,,2230 Rayburn House Office Building,Republican,,202-225-2956,,http://luetkemeyer.house.gov/news/rss.aspx,2017-01-03,MO,,,rep,http://luetkemeyer.house.gov
L000570,,,,,3.0,2011-01-03,,,,,Democrat,,,,,2009-01-06,NM,,,rep,http://lujan.house.gov
L000570,,,,https://forms.house.gov/lujan/contact-form.shtml,3.0,2013-01-03,202-226-1528,,,330 Cannon House Office Building,Democrat,,202-225-6190,,,2011-01-05,NM,,,rep,http://lujan.house.gov
L000570,,,,https://forms.house.gov/lujan/contact-form.shtml,3.0,2015-01-03,202-226-1528,,,2446 Rayburn House Office Building,Democrat,,202-225-6190,,http://lujan.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=1,2013-01-03,NM,,,rep,http://lujan.house.gov
L000570,,,,https://forms.house.gov/lujan/contact-form.shtml,3.0,2017-01-03,202-226-1528,,,2446 Rayburn House Office Building,Democrat,,202-225-6190,,http://lujan.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=1,2015-01-06,NM,,,rep,http://lujan.house.gov
L000570,,,,,3.0,2019-01-03,,,,2231 Rayburn House Office Building,Democrat,,202-225-6190,,http://lujan.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=1,2017-01-03,NM,,,rep,http://lujan.house.gov
L000562,,,,,9.0,2003-01-03,,,,,Democrat,,,,,2001-10-23,MA,,,rep,
L000562,,,,,9.0,2005-01-03,,,,,Democrat,,,,,2003-01-07,MA,,,rep,http://www.house.gov/lynch
L000562,,,,,9.0,2007-01-03,,,,,Democrat,,,,,2005-01-04,MA,,,rep,http://www.house.gov/lynch
L000562,,,,,9.0,2009-01-03,,,,,Democrat,,,,,2007-01-04,MA,,,rep,http://www.house.gov/lynch
L000562,,,,,9.0,2011-01-03,,,,,Democrat,,,,,2009-01-06,MA,,,rep,http://www.house.gov/lynch
L000562,,,,http://www.house.gov/writerep,9.0,2013-01-03,202-225-3984,,,2348 Rayburn House Office Building,Democrat,,202-225-8273,,,2011-01-05,MA,,,rep,http://www.house.gov/lynch
L000562,,,,https://lynch.house.gov/contact-me/email-me,8.0,2015-01-03,202-225-3984,,,2133 Rayburn House Office Building,Democrat,,202-225-8273,,http://lynch.house.gov/rss.xml,2013-01-03,MA,,,rep,http://lynch.house.gov
L000562,,,,https://lynch.house.gov/contact-me/email-me,8.0,2017-01-03,202-225-3984,,,2369 Rayburn House Office Building,Democrat,,202-225-8273,,http://lynch.house.gov/rss.xml,2015-01-06,MA,,,rep,http://lynch.house.gov
L000562,,,,,8.0,2019-01-03,,,,2268 Rayburn House Office Building,Democrat,,202-225-8273,,http://lynch.house.gov/rss.xml,2017-01-03,MA,,,rep,http://lynch.house.gov
M000087,,,,,14.0,1995-01-03,,,,,Democrat,,,,,1993-01-05,NY,,,rep,
M000087,,,,,14.0,1997-01-03,,,,,Democrat,,,,,1995-01-04,NY,,,rep,
M000087,,,,,14.0,1999-01-03,,,,,Democrat,,,,,1997-01-07,NY,,,rep,
M000087,,,,,14.0,2001-01-03,,,,,Democrat,,,,,1999-01-06,NY,,,rep,
M000087,,,,,14.0,2003-01-03,,,,,Democrat,,,,,2001-01-03,NY,,,rep,
M000087,,,,,14.0,2005-01-03,,,,,Democrat,,,,,2003-01-07,NY,,,rep,http://www.house.gov/maloney
M000087,,,,,14.0,2007-01-03,,,,,Democrat,,,,,2005-01-04,NY,,,rep,http://www.house.gov/maloney
M000087,,,,,14.0,2009-01-03,,,,,Democrat,,,,,2007-01-04,NY,,,rep,http://maloney.house.gov
M000087,,,,,14.0,2011-01-03,,,,,Democrat,,,,,2009-01-06,NY,,,rep,http://maloney.house.gov
M000087,,,,http://maloney.house.gov/index.php?option=com_email_form&amp;Itemid=73,14.0,2013-01-03,202-225-4709,,,2332 Rayburn House Office Building,Democrat,,202-225-7944,,,2011-01-05,NY,,,rep,http://maloney.house.gov
M000087,,,,https://maloney.house.gov/contact-me/email-me,12.0,2015-01-03,202-225-4709,,,2308 Rayburn House Office Building,Democrat,,202-225-7944,,http://maloney.house.gov/rss.xml,2013-01-03,NY,,,rep,http://maloney.house.gov
M000087,,,,https://maloney.house.gov/contact-me/email-me,12.0,2017-01-03,202-225-4709,,,2308 Rayburn House Office Building,Democrat,,202-225-7944,,http://maloney.house.gov/rss.xml,2015-01-06,NY,,,rep,http://maloney.house.gov
M000087,,,,,12.0,2019-01-03,,,,2308 Rayburn House Office Building,Democrat,,202-225-7944,,http://maloney.house.gov/rss.xml,2017-01-03,NY,,,rep,http://maloney.house.gov
M001158,,,,,24.0,2007-01-03,,,,,Republican,,,,,2005-01-04,TX,,,rep,
M001158,,,,,24.0,2009-01-03,,,,,Republican,,,,,2007-01-04,TX,,,rep,http://www.house.gov/marchant
M001158,,,,,24.0,2011-01-03,,,,,Republican,,,,,2009-01-06,TX,,,rep,http://www.house.gov/marchant
M001158,,,,http://marchant.house.gov/emailkenny.shtml,24.0,2013-01-03,202-225-0074,,,1110 Longworth House Office Building,Republican,,202-225-6605,,,2011-01-05,TX,,,rep,http://www.house.gov/marchant
M001158,,,,https://marchant.house.gov/contact/contactform.htm,24.0,2015-01-03,202-225-0074,,,1110 Longworth House Office Building,Republican,,202-225-6605,,http://marchant.house.gov/news/rss.aspx,2013-01-03,TX,,,rep,http://marchant.house.gov
M001158,,,,https://marchant.house.gov/contact/contactform.htm,24.0,2017-01-03,202-225-0074,,,2313 Rayburn House Office Building,Republican,,202-225-6605,,http://marchant.house.gov/news/rss.aspx,2015-01-06,TX,,,rep,http://marchant.house.gov
M001158,,,,,24.0,2019-01-03,,,,2369 Rayburn House Office Building,Republican,,202-225-6605,,http://marchant.house.gov/news/rss.aspx,2017-01-03,TX,,,rep,http://marchant.house.gov
M001179,,,,,10.0,2013-01-03,202-225-9594,,,410 Cannon House Office Building,Republican,,202-225-3731,,,2011-01-05,PA,,,rep,http://marino.house.gov/
M001179,,,,https://marino.house.gov/contact-me/email-me,10.0,2015-01-03,202-225-9594,,,410 Cannon House Office Building,Republican,,202-225-3731,,http://marino.house.gov/rss.xml,2013-01-03,PA,,,rep,http://marino.house.gov
M001179,,,,https://marino.house.gov/contact-me/email-me,10.0,2017-01-03,202-225-9594,,,410 Cannon House Office Building,Republican,,202-225-3731,,http://marino.house.gov/rss.xml,2015-01-06,PA,,,rep,http://marino.house.gov
M001179,,,,,10.0,2019-01-03,,,,2242 Rayburn House Office Building,Republican,,202-225-3731,,http://marino.house.gov/rss.xml,2017-01-03,PA,,,rep,http://marino.house.gov
M000133,,,,,7.0,1977-01-03,,,,,Democrat,,,,,1975-01-14,MA,,,rep,
M000133,,,,,7.0,1979-01-03,,,,,Democrat,,,,,1977-01-04,MA,,,rep,
M000133,,,,,7.0,1981-01-03,,,,,Democrat,,,,,1979-01-15,MA,,,rep,
M000133,,,,,7.0,1983-01-03,,,,,Democrat,,,,,1981-01-05,MA,,,rep,
M000133,,,,,7.0,1985-01-03,,,,,Democrat,,,,,1983-01-03,MA,,,rep,
M000133,,,,,7.0,1987-01-03,,,,,Democrat,,,,,1985-01-03,MA,,,rep,
M000133,,,,,7.0,1989-01-03,,,,,Democrat,,,,,1987-01-06,MA,,,rep,
M000133,,,,,7.0,1991-01-03,,,,,Democrat,,,,,1989-01-03,MA,,,rep,
M000133,,,,,7.0,1993-01-03,,,,,Democrat,,,,,1991-01-03,MA,,,rep,
M000133,,,,,7.0,1995-01-03,,,,,Democrat,,,,,1993-01-05,MA,,,rep,
M000133,,,,,7.0,1997-01-03,,,,,Democrat,,,,,1995-01-04,MA,,,rep,
M000133,,,,,7.0,1999-01-03,,,,,Democrat,,,,,1997-01-07,MA,,,rep,
M000133,,,,,7.0,2001-01-03,,,,,Democrat,,,,,1999-01-06,MA,,,rep,
M000133,,,,,7.0,2003-01-03,,,,,Democrat,,,,,2001-01-03,MA,,,rep,
M000133,,,,,7.0,2005-01-03,,,,,Democrat,,,,,2003-01-07,MA,,,rep,http://www.house.gov/markey
M000133,,,,,7.0,2007-01-03,,,,,Democrat,,,,,2005-01-04,MA,,,rep,http://www.house.gov/markey
M000133,,,,,7.0,2009-01-03,,,,,Democrat,,,,,2007-01-04,MA,,,rep,http://www.house.gov/markey
M000133,,,,,7.0,2011-01-03,,,,,Democrat,,,,,2009-01-06,MA,,,rep,http://www.house.gov/markey
M000133,,,,http://markey.house.gov/index.php?option=com_email_form&amp;Itemid=124,7.0,2013-01-03,202-226-0092,,,2108 Rayburn House Office Building,Democrat,,202-225-2836,,,2011-01-05,MA,,,rep,http://www.house.gov/markey
M000133,,,,http://markey.house.gov/index.php?option=com_email_form&amp;Itemid=124,5.0,2013-07-15,202-226-0092,,,2108 Rayburn House Office Building,Democrat,,202-225-2836,,http://markey.house.gov/rss.xml,2013-01-03,MA,,,rep,http://www.house.gov/markey
M000133,,,2.0,http://www.markey.senate.gov/contact,,2015-01-03,,,,218 Russell Senate Office Building,Democrat,,202-224-2742,,,2013-07-16,MA,junior,,sen,http://www.markey.senate.gov
M000133,,,2.0,http://www.markey.senate.gov/contact,,2021-01-03,,,,255 Dirksen Senate Office Building,Democrat,,202-224-2742,,,2015-01-06,MA,junior,,sen,http://www.markey.senate.gov
M001163,,,,,5.0,2007-01-03,,,,,Democrat,,,,,2005-03-10,CA,,,rep,
M001163,,,,,5.0,2009-01-03,,,,,Democrat,,,,,2007-01-04,CA,,,rep,http://www.house.gov/matsui
M001163,,,,,5.0,2011-01-03,,,,,Democrat,,,,,2009-01-06,CA,,,rep,http://www.house.gov/matsui
M001163,,,,https://forms.house.gov/matsui/webforms/issue_subscribe.htm,5.0,2013-01-03,202-225-0566,,,222 Cannon House Office Building,Democrat,,202-225-7163,,,2011-01-05,CA,,,rep,http://www.house.gov/matsui
M001163,,,,https://matsui.house.gov/email-representative-matsui,6.0,2015-01-03,202-225-0566,,,2434 Rayburn House Office Building,Democrat,,202-225-7163,,http://matsui.house.gov/index.php?format=feed&amp;type=rss,2013-01-03,CA,,,rep,http://matsui.house.gov
M001163,,,,https://matsui.house.gov/email-representative-matsui,6.0,2017-01-03,202-225-0566,,,2311 Rayburn House Office Building,Democrat,,202-225-7163,,http://matsui.house.gov/index.php?format=feed&amp;type=rss,2015-01-06,CA,,,rep,http://matsui.house.gov
M001163,,,,,6.0,2019-01-03,,,,2311 Rayburn House Office Building,Democrat,,202-225-7163,,http://matsui.house.gov/index.php?format=feed&amp;type=rss,2017-01-03,CA,,,rep,http://matsui.house.gov
M001163,,,,,,,,,Robert Matsui,,,,,wife,,,,,,,
M000303,,,,,1.0,1985-01-03,,,,,Republican,,,,,1983-01-03,AZ,,,rep,
M000303,,,,,1.0,1987-01-03,,,,,Republican,,,,,1985-01-03,AZ,,,rep,
M000303,,,3.0,,,1993-01-03,,,,,Republican,,,,,1987-01-06,AZ,,,sen,
M000303,,,3.0,,,1999-01-03,,,,,Republican,,,,,1993-01-05,AZ,,,sen,
M000303,,,3.0,,,2005-01-03,,,,,Republican,,,,,1999-01-06,AZ,,,sen,http://mccain.senate.gov/
M000303,,,3.0,,,2011-01-03,,,,,Republican,,,,,2005-01-04,AZ,,,sen,http://mccain.senate.gov/
M000303,,,3.0,http://www.mccain.senate.gov/public/index.cfm/contact-form,,2017-01-03,202-228-2862,,,218 Russell Senate Office Building,Republican,,202-224-2235,,,2011-01-05,AZ,senior,,sen,http://www.mccain.senate.gov
M000303,,,3.0,,,2023-01-03,,,,218 Russell Senate Office Building,Republican,,202-224-2235,,,2017-01-03,AZ,senior,,sen,http://www.mccain.senate.gov
M001165,,house,,,,2013-01-03,,,,,,,,,,2011-01-05,,,Majority Whip,,
M001165,,house,,,,2014-07-31,,,,,,,,,,2013-01-03,,,Majority Whip,,
M001165,,house,,,,2015-01-03,,,,,,,,,,2014-08-01,,,Majority Leader,,
M001165,,house,,,,,,,,,,,,,,2015-01-06,,,Majority Leader,,
M001165,,,,,22.0,2009-01-03,,,,,Republican,,,,,2007-01-04,CA,,,rep,http://kevinmccarthy.house.gov
M001165,,,,,22.0,2011-01-03,,,,,Republican,,,,,2009-01-06,CA,,,rep,http://kevinmccarthy.house.gov
M001165,,,,http://kevinmccarthy.house.gov/showpage.asp?ID=69,22.0,2013-01-03,202-225-2908,,,326 Cannon House Office Building,Republican,,202-225-2915,,,2011-01-05,CA,,,rep,http://kevinmccarthy.house.gov
M001165,,,,https://kevinmccarthy.house.gov/contact/email-me,23.0,2015-01-03,202-225-2908,,,2421 Rayburn House Office Building,Republican,,202-225-2915,,http://kevinmccarthy.house.gov/index.php?format=feed&amp;type=rss,2013-01-03,CA,,,rep,http://kevinmccarthy.house.gov
M001165,,,,https://kevinmccarthy.house.gov/contact/email-me,23.0,2017-01-03,202-225-2908,,,2421 Rayburn House Office Building,Republican,,202-225-2915,,http://kevinmccarthy.house.gov/index.php?format=feed&amp;type=rss,2015-01-06,CA,,,rep,http://kevinmccarthy.house.gov
M001165,,,,,23.0,2019-01-03,,,,2421 Rayburn House Office Building,Republican,,202-225-2915,,http://kevinmccarthy.house.gov/index.php?format=feed&amp;type=rss,2017-01-03,CA,,,rep,http://kevinmccarthy.house.gov
M001157,,,,,10.0,2007-01-03,,,,,Republican,,,,,2005-01-04,TX,,,rep,
M001157,,,,,10.0,2009-01-03,,,,,Republican,,,,,2007-01-04,TX,,,rep,http://www.house.gov/mccaul
M001157,,,,,10.0,2011-01-03,,,,,Republican,,,,,2009-01-06,TX,,,rep,http://www.house.gov/mccaul
M001157,,,,http://www.house.gov/writerep,10.0,2013-01-03,202-225-5955,,,131 Cannon House Office Building,Republican,,202-225-2401,,,2011-01-05,TX,,,rep,http://www.house.gov/mccaul
M001157,,,,https://mccaul.house.gov/contact/email-me,10.0,2015-01-03,202-225-5955,,,131 Cannon House Office Building,Republican,,202-225-2401,,,2013-01-03,TX,,,rep,http://mccaul.house.gov
M001157,,,,https://mccaul.house.gov/contact/email-me,10.0,2017-01-03,202-225-5955,,,131 Cannon House Office Building,Republican,,202-225-2401,,,2015-01-06,TX,,,rep,http://mccaul.house.gov
M001157,,,,,10.0,2019-01-03,,,,2001 Rayburn House Office Building,Republican,,202-225-2401,,,2017-01-03,TX,,,rep,http://mccaul.house.gov
M001177,,,,,4.0,2011-01-03,,,,,Republican,,,,,2009-01-06,CA,,,rep,http://mcclintock.house.gov
M001177,,,,https://forms.house.gov/mcclintock/contact-form.shtml,4.0,2013-01-03,202-225-5444,,,428 Cannon House Office Building,Republican,,202-225-2511,,,2011-01-05,CA,,,rep,http://mcclintock.house.gov
M001177,,,,https://mcclintockforms.house.gov/forms/contact-form.shtml,4.0,2015-01-03,202-225-5444,,,434 Cannon House Office Building,Republican,,202-225-2511,,http://mcclintock.house.gov/atom.xml,2013-01-03,CA,,,rep,http://mcclintock.house.gov
M001177,,,,https://mcclintockforms.house.gov/forms/contact-form.shtml,4.0,2017-01-03,202-225-5444,,,2331 Rayburn House Office Building,Republican,,202-225-2511,,http://mcclintock.house.gov/atom.xml,2015-01-06,CA,,,rep,http://mcclintock.house.gov
M001177,,,,,4.0,2019-01-03,,,,2312 Rayburn House Office Building,Republican,,202-225-2511,,http://mcclintock.house.gov/atom.xml,2017-01-03,CA,,,rep,http://mcclintock.house.gov
M001143,,,,,4.0,2003-01-03,,,,,Democrat,,,,,2001-01-03,MN,,,rep,
M001143,,,,,4.0,2005-01-03,,,,,Democrat,,,,,2003-01-07,MN,,,rep,http://www.house.gov/mccollum
M001143,,,,,4.0,2007-01-03,,,,,Democrat,,,,,2005-01-04,MN,,,rep,http://www.house.gov/mccollum
M001143,,,,,4.0,2009-01-03,,,,,Democrat,,,,,2007-01-04,MN,,,rep,http://www.house.gov/mccollum
M001143,,,,,4.0,2011-01-03,,,,,Democrat,,,,,2009-01-06,MN,,,rep,http://www.house.gov/mccollum
M001143,,,,,4.0,2013-01-03,202-225-1968,,,1714 Longworth House Office Building,Democrat,,202-225-6631,,,2011-01-05,MN,,,rep,http://www.house.gov/mccollum
M001143,,,,https://mccollum.house.gov/contact-me/email-me,4.0,2015-01-03,202-225-1968,,,1714 Longworth House Office Building,Democrat,,202-225-6631,,http://mccollum.house.gov/rss.xml,2013-01-03,MN,,,rep,http://mccollum.house.gov
M001143,,,,https://mccollum.house.gov/contact-me/email-me,4.0,2017-01-03,202-225-1968,,,2256 Rayburn House Office Building,Democrat,,202-225-6631,,http://mccollum.house.gov/rss.xml,2015-01-06,MN,,,rep,http://mccollum.house.gov
M001143,,,,,4.0,2019-01-03,,,,2256 Rayburn House Office Building,Democrat,,202-225-6631,,http://mccollum.house.gov/rss.xml,2017-01-03,MN,,,rep,http://mccollum.house.gov
M000312,,,,,3.0,1999-01-03,,,,,Democrat,,,,,1997-01-07,MA,,,rep,
M000312,,,,,3.0,2001-01-03,,,,,Democrat,,,,,1999-01-06,MA,,,rep,
M000312,,,,,3.0,2003-01-03,,,,,Democrat,,,,,2001-01-03,MA,,,rep,
M000312,,,,,3.0,2005-01-03,,,,,Democrat,,,,,2003-01-07,MA,,,rep,http://www.house.gov/mcgovern
M000312,,,,,3.0,2007-01-03,,,,,Democrat,,,,,2005-01-04,MA,,,rep,http://www.house.gov/mcgovern
M000312,,,,,3.0,2009-01-03,,,,,Democrat,,,,,2007-01-04,MA,,,rep,http://www.house.gov/mcgovern
M000312,,,,,3.0,2011-01-03,,,,,Democrat,,,,,2009-01-06,MA,,,rep,http://www.house.gov/mcgovern
M000312,,,,http://www.house.gov/writerep,3.0,2013-01-03,202-225-5759,,,438 Cannon House Office Building,Democrat,,202-225-6101,,,2011-01-05,MA,,,rep,http://www.house.gov/mcgovern
M000312,,,,https://mcgovern.house.gov/contact/email-me,2.0,2015-01-03,202-225-5759,,,438 Cannon House Office Building,Democrat,,202-225-6101,,http://mcgovern.house.gov/common/rss/?rss=15,2013-01-03,MA,,,rep,http://mcgovern.house.gov
M000312,,,,https://mcgovern.house.gov/contact/email-me,2.0,2017-01-03,202-225-5759,,,438 Cannon House Office Building,Democrat,,202-225-6101,,http://mcgovern.house.gov/common/rss/?rss=15,2015-01-06,MA,,,rep,http://mcgovern.house.gov
M000312,,,,,2.0,2019-01-03,,,,438 Cannon House Office Building,Democrat,,202-225-6101,,http://mcgovern.house.gov/common/rss/?rss=15,2017-01-03,MA,,,rep,http://mcgovern.house.gov
M001156,,,,,10.0,2007-01-03,,,,,Republican,,,,,2005-01-04,NC,,,rep,
M001156,,,,,10.0,2009-01-03,,,,,Republican,,,,,2007-01-04,NC,,,rep,http://www.house.gov/mchenry
M001156,,,,,10.0,2011-01-03,,,,,Republican,,,,,2009-01-06,NC,,,rep,http://www.house.gov/mchenry
M001156,,,,http://mchenry.house.gov/zipauth.htm,10.0,2013-01-03,202-225-0316,,,224 Cannon House Office Building,Republican,,202-225-2576,,,2011-01-05,NC,,,rep,http://www.house.gov/mchenry
M001156,,,,http://mchenry.house.gov/contact/zipauth.htm,10.0,2015-01-03,202-225-0316,,,2334 Rayburn House Office Building,Republican,,202-225-2576,,http://mchenry.house.gov/news/rss.aspx,2013-01-03,NC,,,rep,http://mchenry.house.gov
M001156,,,,http://mchenry.house.gov/contact/zipauth.htm,10.0,2017-01-03,202-225-0316,,,2334 Rayburn House Office Building,Republican,,202-225-2576,,http://mchenry.house.gov/news/rss.aspx,2015-01-06,NC,,,rep,http://mchenry.house.gov
M001156,,,,,10.0,2019-01-03,,,,2334 Rayburn House Office Building,Republican,,202-225-2576,,http://mchenry.house.gov/news/rss.aspx,2017-01-03,NC,,,rep,http://mchenry.house.gov
M001180,,,,,1.0,2013-01-03,202-225-7564,,,313 Cannon House Office Building,Republican,,202-225-4172,,,2011-01-05,WV,,,rep,http://mckinley.house.gov/
M001180,,,,https://mckinleyforms.house.gov/email-me,1.0,2015-01-03,202-225-7564,,,412 Cannon House Office Building,Republican,,202-225-4172,,http://mckinley.house.gov/common/rss//index.cfm?rss=49,2013-01-03,WV,,,rep,http://mckinley.house.gov
M001180,,,,https://mckinleyforms.house.gov/email-me,1.0,2017-01-03,202-225-7564,,,412 Cannon House Office Building,Republican,,202-225-4172,,http://mckinley.house.gov/common/rss//index.cfm?rss=49,2015-01-06,WV,,,rep,http://mckinley.house.gov
M001180,,,,,1.0,2019-01-03,,,,2239 Rayburn House Office Building,Republican,,202-225-4172,,http://mckinley.house.gov/common/rss//index.cfm?rss=49,2017-01-03,WV,,,rep,http://mckinley.house.gov
M001159,,,,,5.0,2007-01-03,,,,,Republican,,,,,2005-01-04,WA,,,rep,
M001159,,,,,5.0,2009-01-03,,,,,Republican,,,,,2007-01-04,WA,,,rep,http://mcmorris.house.gov
M001159,,,,,5.0,2011-01-03,,,,,Republican,,,,,2009-01-06,WA,,,rep,http://mcmorris.house.gov
M001159,,,,https://mcmorrisforms.house.gov/write-to-cathy1,5.0,2013-01-03,202-225-3392,,,2421 Rayburn House Office Building,Republican,,202-225-2006,,,2011-01-05,WA,,,rep,http://mcmorris.house.gov
M001159,,,,https://mcmorrisforms.house.gov/write-to-cathy1,5.0,2015-01-03,202-225-3392,,,203 Cannon House Office Building,Republican,,202-225-2006,,http://mcmorris.house.gov/common/rss/?rss=96,2013-01-03,WA,,,rep,http://mcmorris.house.gov
M001159,,,,https://mcmorrisforms.house.gov/write-to-cathy1,5.0,2017-01-03,202-225-3392,,,203 Cannon House Office Building,Republican,,202-225-2006,,http://mcmorris.house.gov/common/rss/?rss=96,2015-01-06,WA,,,rep,http://mcmorris.house.gov
M001159,,,,,5.0,2019-01-03,,,,1314 Longworth House Office Building,Republican,,202-225-2006,,http://mcmorris.house.gov/common/rss/?rss=96,2017-01-03,WA,,,rep,http://mcmorris.house.gov
M001166,,,,,11.0,2009-01-03,,,,,Democrat,,,,,2007-01-04,CA,,,rep,http://mcnerney.house.gov
M001166,,,,,11.0,2011-01-03,,,,,Democrat,,,,,2009-01-06,CA,,,rep,http://mcnerney.house.gov
M001166,,,,http://mcnerney.house.gov/contact.shtml,11.0,2013-01-03,202-225-4060,,,1210 Longworth House Office Building,Democrat,,202-225-1947,,,2011-01-05,CA,,,rep,http://mcnerney.house.gov
M001166,,,,https://mcnerney.house.gov/contact/email-me,9.0,2015-01-03,202-225-4060,,,1210 Longworth House Office Building,Democrat,,202-225-1947,,http://mcnerney.house.gov/rss.xml,2013-01-03,CA,,,rep,http://mcnerney.house.gov
M001166,,,,https://mcnerney.house.gov/contact/email-me,9.0,2017-01-03,202-225-4060,,,2265 Rayburn House Office Building,Democrat,,202-225-1947,,http://mcnerney.house.gov/rss.xml,2015-01-06,CA,,,rep,http://mcnerney.house.gov
M001166,,,,,9.0,2019-01-03,,,,2265 Rayburn House Office Building,Democrat,,202-225-1947,,http://mcnerney.house.gov/rss.xml,2017-01-03,CA,,,rep,http://mcnerney.house.gov
M001181,,,,,7.0,2013-01-03,202- 226-0280,,,513 Cannon House Office Building,Republican,,202-225-2011,,,2011-01-05,PA,,,rep,http://meehan.house.gov/
M001181,,,,https://meehan.house.gov/email-me,7.0,2015-01-03,202- 226-0280,,,204 Cannon House Office Building,Republican,,202-225-2011,,http://meehan.house.gov/rss/latest-news.xml,2013-01-03,PA,,,rep,http://meehan.house.gov
M001181,,,,https://meehan.house.gov/email-me,7.0,2017-01-03,202- 226-0280,,,434 Cannon House Office Building,Republican,,202-225-2011,,http://meehan.house.gov/rss/latest-news.xml,2015-01-06,PA,,,rep,https://meehan.house.gov
M001181,,,,,7.0,2019-01-03,,,,2305 Rayburn House Office Building,Republican,,202-225-2011,,http://meehan.house.gov/rss/latest-news.xml,2017-01-03,PA,,,rep,https://meehan.house.gov
M001137,,,,,6.0,1999-01-03,,,,,Democrat,,,,,1997-01-07,NY,,,rep,
M001137,,,,,6.0,2001-01-03,,,,,Democrat,,,,,1999-01-06,NY,,,rep,
M001137,,,,,6.0,2003-01-03,,,,,Democrat,,,,,2001-01-03,NY,,,rep,
M001137,,,,,6.0,2005-01-03,,,,,Democrat,,,,,2003-01-07,NY,,,rep,http://www.house.gov/meeks
M001137,,,,,6.0,2007-01-03,,,,,Democrat,,,,,2005-01-04,NY,,,rep,http://www.house.gov/meeks
M001137,,,,,6.0,2009-01-03,,,,,Democrat,,,,,2007-01-04,NY,,,rep,http://www.house.gov/meeks
